MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.965964,0.193241,0.146795,0.00478241
2,0.965964,0.193241,0.146795,0.00478241
3,0.969667,0.402646,0.438791,0.00572137
4,0.965504,0.4603,0.371851,0.0108011
5,0.963042,0.409458,0.381698,0.0165185
6,0.969603,0.487592,0.386544,0.00262119
7,0.967548,0.45459,0.525236,0.00652895
8,0.968086,0.568053,0.687325,0.00826604
9,0.968804,0.42418,0.520584,0.00203557
10,0.969223,0.424598,0.477099,0.0077727
11,0.972806,0.642167,0.662878,0.00594457
12,0.976413,0.391726,0.497068,0.00123035
13,0.979182,0.365591,0.766251,0.00446492
14,0.981698,0.361077,0.733066,0.00246623
15,0.980284,0.433647,0.621486,0.00868794
16,0.979735,0.529873,0.785702,0.013628
17,0.982251,0.637518,0.758957,0.00726185
18,0.986732,0.483337,0.561061,0.00552148
19,0.984783,0.568834,0.471677,0.00754525
20,0.984341,0.630061,0.404628,0.00165497
21,0.983798,0.531493,0.629945,0.00307073
22,0.980232,0.648587,0.428441,0.00384792
23,0.978227,0.724266,0.44302,0.00364439
24,0.975836,0.713036,0.269366,0.00269458
25,0.973407,0.55155,0.235619,0.00417097
26,0.976565,0.567489,0.222633,0.0064925
27,0.973872,0.697255,0.345172,0.00452729
28,0.973474,0.671511,0.302534,0.00754507
29,0.975678,0.791692,0.451534,0.00656166
30,0.975305,0.663032,0.444068,0.000876438
31,0.97721,0.611681,0.448618,0.00761808
32,0.977706,0.621112,0.243484,0.00725501
33,0.982598,0.59239,0.216901,0.00806697
34,0.9877,0.551175,0.327755,0.00529695
35,0.983153,0.441928,0.331579,0.00521045
36,0.981984,0.515803,0.307569,0.0124088
37,0.9831,0.419747,0.340729,0.00339923
38,0.982018,0.439938,0.366434,0.00217667
39,0.981071,0.579169,0.299472,0.0080711
40,0.983027,0.484654,0.292551,0.0131281
41,0.983027,0.484654,0.292551,0.0131281
42,0.983027,0.484654,0.292551,0.0131281
43,0.981095,0.339115,0.358415,0.00861745
44,0.980641,0.313821,0.402412,0.00437397
45,0.976536,0.398009,0.45007,0.00714418
46,0.978651,0.546041,0.34926,0.00886117
47,0.977849,0.430411,0.451956,0.00708791
48,0.977849,0.430411,0.451956,0.00708791
49,0.982868,0.533207,0.342721,0.0041612
50,0.980598,0.434802,0.438376,0.00252974
51,0.981059,0.505578,0.249123,0.00330352
52,0.981059,0.505578,0.249123,0.00330352
53,0.981059,0.505578,0.249123,0.00330352
54,0.979979,0.457483,0.366039,0.00212029
55,0.979979,0.457483,0.366039,0.00212029
56,0.980795,0.410452,0.487536,0.00486531
57,0.974946,0.40345,0.41467,0.00536588
58,0.978466,0.463151,0.557402,0.00475806
59,0.976111,0.509782,0.405413,0.00580094
60,0.972504,0.516869,0.443027,0.00630912
61,0.969087,0.426449,0.366022,0.00683414
62,0.969919,0.397173,0.273042,0.00431768
63,0.971424,0.404272,0.332401,0.00616529
64,0.973546,0.320485,0.467196,0.00249628
65,0.969911,0.282146,0.387524,0.00695292
66,0.969911,0.282146,0.387524,0.00695292
67,0.969911,0.282146,0.387524,0.00695292
68,0.969638,0.375538,0.288971,0.00277903
69,0.970739,0.367617,0.281003,0.00276937
70,0.97497,0.334875,0.325085,0.00555269
71,0.973873,0.415826,0.334787,0.00329318
72,0.971257,0.328532,0.405148,0.00728508
73,0.96935,0.201977,0.328267,0.00487621
74,0.973068,0.337352,0.31022,0.00694564
75,0.973068,0.337352,0.31022,0.00694564
76,0.972128,0.347113,0.321555,0.0053541
77,0.970695,0.581812,0.282051,0.00634103
78,0.96863,0.375821,0.236901,0.00195888
79,0.972378,0.397249,0.251548,0.00824609
80,0.977046,0.324363,0.298047,0.00502285
81,0.979284,0.11282,0.433523,0.00777452
82,0.982147,0.260018,0.44469,0.00506163
83,0.982147,0.260018,0.44469,0.00506163
84,0.986632,0.2288,0.374788,0.00830465
85,0.980423,0.383002,0.367909,0.00853864
86,0.986796,0.352241,0.341116,0.0129272
87,0.987745,0.336036,0.343817,0.00758163
88,0.987745,0.336036,0.343817,0.00758163
89,0.984383,0.332804,0.368585,0.00251389
90,0.984383,0.332804,0.368585,0.00251389
91,0.988758,0.329986,0.324533,0.0011571
92,0.985365,0.382207,0.418793,0.00198079
93,0.98747,0.405183,0.287775,0.00239484
94,0.98587,0.437337,0.395004,0.00910466
95,0.985624,0.441645,0.302785,0.00543614
96,0.983516,0.427031,0.31872,0.00915417
97,0.979819,0.315162,0.392986,0.00486934
98,0.97656,0.328185,0.325979,0.00744905
99,0.979099,0.180794,0.348118,0.00341296
100,0.980066,0.258346,0.322817,0.00287127
101,0.976869,0.321282,0.326584,0.00373926
102,0.975408,0.389813,0.486839,0.00596278
103,0.969059,0.346654,0.337224,0.00447604
104,0.973867,0.333483,0.328785,0.00541393
105,0.973867,0.333483,0.328785,0.00541393
106,0.973867,0.333483,0.328785,0.00541393
107,0.969285,0.316918,0.365422,0.00358291
108,0.964885,0.325322,0.377148,0.0098705
109,0.972343,0.314516,0.321226,0.0077811
110,0.975022,0.445546,0.347448,0.00370473
111,0.97854,0.411176,0.323627,0.0059487
112,0.980354,0.316581,0.297068,0.00839009
113,0.980354,0.316581,0.297068,0.00839009
114,0.983368,0.409461,0.375001,0.00747627
115,0.983368,0.409461,0.375001,0.00747627
116,0.983166,0.347566,0.460276,0.000760864
117,0.983166,0.347566,0.460276,0.000760864
118,0.986252,0.353652,0.411561,0.014151
119,0.986252,0.353652,0.411561,0.014151
120,0.986252,0.353652,0.411561,0.014151
121,0.987205,0.31365,0.433446,0.0111278
122,0.986882,0.290416,0.504249,0.00684987
123,0.986759,0.237581,0.368842,0.0136483
124,0.986759,0.237581,0.368842,0.0136483
125,0.986582,0.250671,0.483948,0.00475788
126,0.986582,0.250671,0.483948,0.00475788
127,0.986683,0.280642,0.429121,0.00939614
128,0.983023,0.309413,0.439225,0.00631091
129,0.976728,0.273765,0.403882,0.00611209
130,0.976728,0.273765,0.403882,0.00611209
131,0.976728,0.273765,0.403882,0.00611209
132,0.979523,0.286508,0.3276,0.00509219
133,0.982498,0.369431,0.375045,0.00348182
134,0.981944,0.401972,0.399505,0.00461494
135,0.978066,0.364627,0.382046,0.00381316
136,0.974502,0.34708,0.307369,0.00672483
137,0.974502,0.34708,0.307369,0.00672483
138,0.974502,0.34708,0.307369,0.00672483
139,0.974502,0.34708,0.307369,0.00672483
140,0.975665,0.346125,0.294089,0.00736988
141,0.974266,0.368776,0.308168,0.00878419
142,0.971921,0.383292,0.358185,0.00575811
143,0.969917,0.445782,0.341457,0.000504345
144,0.969917,0.445782,0.341457,0.000504345
145,0.96956,0.348924,0.409115,0.00186787
146,0.959954,0.449753,0.546803,0.00311733
147,0.959954,0.449753,0.546803,0.00311733
148,0.95525,0.380102,0.470573,0.00884348
149,0.95525,0.380102,0.470573,0.00884348
150,0.959882,0.363931,0.549358,0.00466877
151,0.965111,0.476296,0.586849,0.00534409
152,0.964753,0.50513,0.699428,0.00662505
153,0.971297,0.437909,0.521434,0.00509918
154,0.971297,0.437909,0.521434,0.00509918
155,0.971502,0.399881,0.497054,0.00558487
156,0.9702,0.378924,0.421412,0.00616929
157,0.9702,0.378924,0.421412,0.00616929
158,0.9702,0.378924,0.421412,0.00616929
159,0.9702,0.378924,0.421412,0.00616929
160,0.966175,0.412691,0.364346,0.00738962
161,0.967214,0.465534,0.356849,0.0023846
162,0.968914,0.481053,0.252013,0.00913503
163,0.96854,0.381237,0.311171,0.00801405
164,0.964987,0.32114,0.310266,0.00819926
165,0.963204,0.357284,0.276695,0.00257286
166,0.963667,0.303283,0.298583,0.00744095
