MDTU,min_width,max_width
1,0.0975212,0.0653216
2,0.0994706,0.065635
3,0.103431,0.0692497
4,0.103248,0.0689847
5,0.104207,0.0694491
6,0.105983,0.0708765
7,0.107237,0.0709236
8,0.109171,0.072941
9,0.110699,0.0741882
10,0.110699,0.0741882
11,0.112181,0.0746667
12,0.112937,0.0756908
13,0.111905,0.0756541
14,0.112386,0.0745621
15,0.111994,0.0757513
16,0.116195,0.0787493
17,0.115441,0.0781889
18,0.115441,0.0781889
19,0.11591,0.0788867
20,0.118696,0.0808917
21,0.118696,0.0808917
22,0.118696,0.0808917
23,0.119417,0.0812014
24,0.118907,0.0798452
25,0.122507,0.0809105
26,0.122507,0.0809105
27,0.122507,0.0809105
28,0.120888,0.0807294
29,0.118161,0.0798866
30,0.116858,0.0799734
31,0.116858,0.0799734
32,0.120585,0.0827283
33,0.121767,0.0822297
34,0.121767,0.0822297
35,0.121579,0.0826239
36,0.125143,0.0852546
37,0.125143,0.0852546
38,0.125143,0.0855151
39,0.124392,0.0846303
40,0.124392,0.0846303
41,0.123941,0.085408
42,0.119858,0.0825371
43,0.123136,0.0831756
44,0.12143,0.0828373
45,0.12143,0.0828373
46,0.11994,0.081727
47,0.11866,0.0817115
48,0.11866,0.0817115
49,0.11866,0.0817115
50,0.11866,0.0817115
51,0.117554,0.0819538
52,0.124103,0.0856792
53,0.125356,0.0858951
54,0.123843,0.0851559
55,0.123843,0.0851559
56,0.124313,0.0849527
57,0.122554,0.0850034
58,0.123628,0.085639
59,0.123628,0.085639
60,0.124458,0.0856866
61,0.124458,0.0856866
62,0.122951,0.0837333
63,0.125454,0.0848676
64,0.124769,0.0840771
65,0.124769,0.0840771
66,0.123508,0.0849627
67,0.123508,0.0849627
68,0.122556,0.0839331
69,0.122556,0.0839331
70,0.126266,0.0871731
71,0.122786,0.0841205
72,0.123838,0.0844193
73,0.123769,0.0840527
74,0.123233,0.0847217
75,0.122049,0.0838128
76,0.122049,0.0838128
77,0.122699,0.0846885
78,0.122699,0.0846885
79,0.122699,0.0846885
80,0.122699,0.0846885
81,0.122368,0.0833535
82,0.12402,0.0855393
83,0.12402,0.0855393
84,0.123646,0.0847273
85,0.124093,0.0843298
86,0.124093,0.0843298
87,0.125104,0.0863515
88,0.125104,0.0863515
89,0.125104,0.0863515
90,0.122806,0.0846905
91,0.122806,0.0846905
92,0.122806,0.0846905
93,0.122806,0.0846905
94,0.122806,0.0846905
95,0.124508,0.0854345
96,0.124877,0.0855285
97,0.123908,0.0836899
98,0.121826,0.0830636
99,0.122573,0.0841578
100,0.122573,0.0841578
101,0.124375,0.0856967
102,0.124375,0.0856967
103,0.124375,0.0856967
104,0.125512,0.0855774
105,0.124731,0.0844678
106,0.125188,0.0859603
107,0.126584,0.0866825
108,0.125335,0.0867156
109,0.12551,0.0855909
110,0.123487,0.0852183
111,0.124544,0.0855788
112,0.124791,0.0854078
113,0.124791,0.0854078
114,0.125125,0.0847893
115,0.123824,0.0846295
116,0.127572,0.0875352
117,0.124863,0.0860021
118,0.124863,0.0860021
119,0.126581,0.0873548
120,0.126581,0.0873548
121,0.125701,0.0856143
122,0.121804,0.0837023
123,0.122352,0.085186
124,0.124234,0.0859075
125,0.124905,0.0845571
126,0.122534,0.0847458
127,0.12444,0.0858033
128,0.123856,0.0863964
129,0.123856,0.0863964
130,0.123578,0.0858458
131,0.123578,0.0858458
132,0.124681,0.0858655
133,0.120622,0.0844097
134,0.123004,0.085891
135,0.124061,0.0867535
136,0.122051,0.0848484
137,0.122584,0.0846858
138,0.121952,0.0838803
139,0.121952,0.0838803
140,0.119142,0.08288
141,0.119142,0.08288
142,0.121966,0.0850044
143,0.120895,0.0832743
144,0.120895,0.0832743
145,0.120895,0.0832743
146,0.120895,0.0832743
147,0.120995,0.0832673
148,0.120995,0.0832673
149,0.120995,0.0832673
150,0.120995,0.0832673
151,0.118584,0.0825315
152,0.121448,0.0847655
153,0.121162,0.0839741
154,0.123388,0.0851292
155,0.123388,0.0851292
156,0.124009,0.0845666
157,0.124414,0.0855249
158,0.122307,0.0847513
159,0.122307,0.0847513
160,0.120609,0.083684
161,0.120609,0.083684
162,0.121469,0.0838841
163,0.124848,0.0861951
164,0.124848,0.0861951
165,0.121402,0.0848547
166,0.121402,0.0848547
167,0.121934,0.0840472
168,0.126121,0.0868991
169,0.121717,0.08567
170,0.12339,0.0857814
171,0.12339,0.0857814
172,0.123325,0.0860106
173,0.126231,0.0878986
174,0.122712,0.0863849
175,0.122712,0.0863849
176,0.122638,0.0861424
177,0.119368,0.0835348
178,0.119047,0.0825314
179,0.120029,0.0823738
180,0.117777,0.0822152
181,0.117777,0.0822152
182,0.119172,0.0825315
183,0.119172,0.0825315
184,0.114634,0.0806011
185,0.114634,0.0806011
186,0.11978,0.0826068
