t,deltaS
1,-2.637
2,-0.09995
3,0.04991
4,-0.1751
5,0.1963
6,-0.04758
7,0.01346
8,0.1057
9,-0.08376
10,0.1584
11,0.1727
12,0.1657
13,0.03849
14,0.1518
15,-0.02923
16,-0.08402
17,0.2549
18,0.1734
19,-0.05053
20,0.2636
21,0.783
22,0.4479
23,-0.4024
24,0.1539
25,0.8919
26,0.393
27,0.6924
28,-0.01478
29,0.4673
30,0.4073
31,1.518
32,-0.2497
33,-0.1853
34,0.6638
35,0.3307
36,0.3446
37,0.4758
38,-0.1412
39,-0.6135
40,0.4096
41,1.419
42,1.057
43,-0.2769
44,0.3731
45,0.7961
46,-0.5087
47,-0.3361
48,1.077
49,0.6128
50,0.5434
51,0.5188
52,0.0765
53,0.3279
54,0.3409
55,0.1662
56,-0.1144
57,0.8556
58,-0.4248
59,0.6583
60,0.4607
61,1.36
62,-1.564
63,0.5399
64,0.03541
65,1.105
66,0.1358
67,0.3416
68,-0.7293
69,0.7714
70,0.6365
71,-0.5568
72,-0.06817
73,-0.08508
74,0.9991
75,-0.03849
76,0.9909
77,-0.05508
78,1.535
79,0.7232
80,1.15
81,0.04835
82,0.4822
83,0.6086
84,0.5507
85,-0.139
86,0.6173
87,-0.2081
88,0.9335
89,0.9829
90,0.5273
91,0.6758
92,0.3668
93,0.6611
94,2.023
95,-0.3323
96,0.225
97,0.4406
98,-0.5068
99,0.02175
100,0.6852
101,0.5208
102,0.5438
103,0.2956
104,0.0747
105,-0.04505
106,0.1832
107,0.5575
108,0.1891
109,1.159
110,-0.552
111,-0.351
112,-0.2699
113,0.5733
114,0.488
115,-0.3552
116,-0.09594
117,0.5198
118,0.8382
119,-0.02493
120,0.9321
121,-0.06197
122,0.6184
123,-0.2515
124,0.2184
125,-0.6233
126,-0.08184
127,0.9466
128,0.06641
129,0.4001
130,0.1808
131,0.4916
132,0.5536
133,0.8094
134,0.7157
135,-0.1564
136,-0.1418
137,0.1862
138,0.2263
139,0.6705
140,0.6878
141,0.6492
142,-0.4055
