MDTU,plaq,Re(det),Im(det),link
1,1.05624,5.10708,1.34802,0.101638
2,1.01183,4.5095,1.18902,0.0982817
3,0.999031,4.48507,1.2214,0.0965424
4,0.971423,4.44966,1.21691,0.0940413
5,0.95432,4.39558,1.20339,0.0925903
6,0.918518,4.18317,1.1689,0.0893043
7,0.90899,4.17811,1.18039,0.0883006
8,0.913585,4.08689,1.152,0.0889578
9,0.932277,4.0045,1.12423,0.0908286
10,0.915629,3.8701,1.08193,0.0893023
11,0.921851,3.85533,1.08353,0.0900633
12,0.910495,3.56788,1.00047,0.0894311
13,0.922327,3.59179,1.01191,0.0904544
14,0.919769,3.4701,0.963289,0.0906185
15,0.954084,3.62624,0.998694,0.0939598
16,0.954557,3.59958,0.974102,0.0941896
17,0.927557,3.35445,0.929076,0.0915874
18,0.947078,3.47479,0.950594,0.0935032
19,0.931612,3.38565,0.944933,0.0918868
20,0.934379,3.38023,0.930937,0.0924702
21,0.911189,3.35495,0.935227,0.0903603
22,0.922611,3.37121,0.931945,0.0912671
23,0.897869,3.20917,0.901443,0.0889747
24,0.857913,3.15528,0.905504,0.085172
25,0.864712,3.08089,0.888345,0.0858806
26,0.831009,2.91584,0.854922,0.0828518
27,0.803894,2.83641,0.849439,0.0800887
28,0.783421,2.74248,0.826872,0.0783478
29,0.777954,2.57504,0.783568,0.0779813
30,0.792974,2.64223,0.790215,0.0794655
31,0.772221,2.49534,0.760571,0.077663
32,0.774163,2.48955,0.759293,0.0779127
33,0.782707,2.54577,0.761771,0.0788574
34,0.753564,2.3841,0.729235,0.0760897
35,0.750855,2.38688,0.729207,0.0757563
36,0.783476,2.49682,0.742461,0.0790407
37,0.795159,2.44515,0.724348,0.0803883
38,0.803044,2.41289,0.709237,0.0812161
39,0.799876,2.38401,0.702003,0.080933
40,0.804553,2.45098,0.725263,0.0812991
41,0.770386,2.26523,0.685256,0.0781686
42,0.759933,2.24463,0.682902,0.0772748
43,0.760248,2.15757,0.656379,0.0773151
44,0.756319,2.12388,0.648371,0.0770314
45,0.781314,2.24216,0.671885,0.0794623
46,0.766031,2.11265,0.640319,0.0781126
47,0.766031,2.11265,0.640319,0.0781126
48,0.766031,2.11265,0.640319,0.0781126
49,0.774869,2.08825,0.630749,0.0791841
50,0.757688,2.05365,0.634761,0.0772941
51,0.764949,2.00171,0.612853,0.0782417
52,0.736965,1.90298,0.593181,0.07546
53,0.736965,1.90298,0.593181,0.07546
54,0.745168,1.87039,0.580337,0.0764804
55,0.71839,1.85984,0.587144,0.0738225
56,0.74233,1.92831,0.597155,0.0761746
57,0.74233,1.92831,0.597155,0.0761746
58,0.726375,1.87646,0.586213,0.0746244
59,0.726375,1.87646,0.586213,0.0746244
60,0.747848,1.9066,0.585736,0.0766437
61,0.738946,1.89397,0.588224,0.0759099
62,0.762572,1.93411,0.584684,0.0782862
63,0.767323,1.92622,0.586382,0.0788374
64,0.750167,1.89159,0.578058,0.0771551
65,0.734019,1.83309,0.561945,0.0756667
66,0.728981,1.81564,0.563052,0.0750555
67,0.702545,1.69253,0.536638,0.0726352
68,0.702545,1.69253,0.536638,0.0726352
69,0.666755,1.60563,0.526431,0.0690578
70,0.679002,1.63988,0.531258,0.0702013
71,0.692326,1.69319,0.537535,0.0715926
72,0.67462,1.62431,0.529265,0.0698239
73,0.699774,1.6632,0.530531,0.0724126
74,0.673538,1.61048,0.528452,0.0697218
75,0.67978,1.60157,0.519713,0.0703143
76,0.705059,1.5862,0.502685,0.0728559
77,0.677783,1.53535,0.492276,0.0702496
78,0.677783,1.53535,0.492276,0.0702496
79,0.666694,1.52582,0.496485,0.0691435
80,0.6705,1.52475,0.491031,0.0696809
81,0.67917,1.56205,0.501086,0.0703104
82,0.673352,1.53828,0.493936,0.0697056
