ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.988997,0.000951218,null,null,null
-0.10737,null,0.189449,null,null
0.0412729,null,null,-0.341272,null
0.00525814,null,null,null,-0.000959344
0.989074,0.0043459,null,null,null
-0.120404,null,0.230269,null,null
0.0231331,null,null,-0.324944,null
0.00570297,null,null,null,0.000270629
0.989111,0.0027326,null,null,null
-0.111897,null,0.223385,null,null
0.0351719,null,null,-0.338804,null
0.00858356,null,null,null,0.00218074
0.989329,0.00136728,null,null,null
-0.0820789,null,0.26393,null,null
0.0251111,null,null,-0.335171,null
0.00774044,null,null,null,0.00265743
0.989263,0.00140981,null,null,null
-0.070351,null,0.259486,null,null
-0.020078,null,null,-0.341647,null
0.00508906,null,null,null,-0.000210795
0.989202,-0.00258934,null,null,null
-0.0580575,null,0.19568,null,null
-0.054407,null,null,-0.354094,null
0.00888937,null,null,null,0.00679981
0.989151,-0.00429473,null,null,null
-0.042718,null,0.181256,null,null
-0.0954494,null,null,-0.30496,null
0.0035119,null,null,null,0.00784429
0.98909,-0.0081578,null,null,null
-0.0718825,null,0.157475,null,null
-0.0484238,null,null,-0.283847,null
0.00742334,null,null,null,0.00582921
0.989225,-0.00616403,null,null,null
-0.091784,null,0.16611,null,null
-0.00695827,null,null,-0.329759,null
0.0025019,null,null,null,0.00849046
0.989205,-0.00331028,null,null,null
-0.140021,null,0.19863,null,null
-0.00897689,null,null,-0.323131,null
0.00242981,null,null,null,0.00115856
0.988965,-0.00289421,null,null,null
-0.108748,null,0.185589,null,null
-0.00188191,null,null,-0.301175,null
0.00465849,null,null,null,0.00522211
0.988931,-0.00312266,null,null,null
-0.166362,null,0.17446,null,null
0.0254735,null,null,-0.309429,null
0.000581721,null,null,null,0.00375467
0.988879,-0.000739264,null,null,null
-0.148094,null,0.179775,null,null
0.00381305,null,null,-0.270168,null
-0.00228865,null,null,null,0.00377596
0.988844,0.000142138,null,null,null
-0.191511,null,0.197904,null,null
-0.00471581,null,null,-0.29439,null
8.77332e-05,null,null,null,0.00792315
0.988642,0.00292538,null,null,null
-0.153176,null,0.212968,null,null
-0.0331256,null,null,-0.344711,null
0.0015854,null,null,null,-0.00166902
0.988873,0.00481792,null,null,null
-0.160617,null,0.19708,null,null
-0.0055078,null,null,-0.346098,null
0.00181979,null,null,null,0.00178002
0.98875,0.00765011,null,null,null
-0.162656,null,0.156319,null,null
0.0132121,null,null,-0.356988,null
0.00687301,null,null,null,0.00477885
0.988483,0.00805862,null,null,null
-0.194465,null,0.163199,null,null
0.0202176,null,null,-0.395799,null
0.00460877,null,null,null,0.000925573
0.988561,0.00440921,null,null,null
-0.166375,null,0.230919,null,null
-0.00690113,null,null,-0.363835,null
0.00359296,null,null,null,0.00647707
0.98868,-0.00130276,null,null,null
-0.142409,null,0.248719,null,null
-0.00215746,null,null,-0.325256,null
0.00362108,null,null,null,0.00997669
0.988486,-0.00440856,null,null,null
-0.0774265,null,0.270195,null,null
0.0262434,null,null,-0.311661,null
0.00453456,null,null,null,0.00590533
0.98854,-0.00117422,null,null,null
-0.116345,null,0.249045,null,null
0.032328,null,null,-0.314784,null
-0.00455366,null,null,null,0.00473634
0.988592,-0.000462735,null,null,null
-0.109629,null,0.268707,null,null
0.000175297,null,null,-0.314701,null
0.0026347,null,null,null,-0.00132515
0.988548,-0.00392132,null,null,null
-0.10609,null,0.244664,null,null
-0.0201786,null,null,-0.347686,null
-0.00151352,null,null,null,-0.000109908
0.988788,-0.00470043,null,null,null
-0.0832629,null,0.285137,null,null
-0.0109691,null,null,-0.353394,null
0.00134414,null,null,null,0.00369514
0.988855,-0.00740562,null,null,null
-0.0305665,null,0.25815,null,null
-0.083903,null,null,-0.355081,null
0.000872192,null,null,null,-0.00114764
0.988932,-0.00271516,null,null,null
-0.04906,null,0.312875,null,null
-0.0421306,null,null,-0.315396,null
-0.0015935,null,null,null,0.00115679
0.988932,-0.00271516,null,null,null
-0.04906,null,0.312875,null,null
-0.0421306,null,null,-0.315396,null
-0.0015935,null,null,null,0.00115679
0.988903,-0.00191365,null,null,null
-0.036804,null,0.33154,null,null
-0.0792181,null,null,-0.34346,null
-0.0026998,null,null,null,-0.00297524
0.989031,-0.00221001,null,null,null
-0.0434029,null,0.335074,null,null
-0.0602038,null,null,-0.321829,null
-0.000343396,null,null,null,-0.00229404
0.989031,-0.00221001,null,null,null
-0.0434029,null,0.335074,null,null
-0.0602038,null,null,-0.321829,null
-0.000343398,null,null,null,-0.00229404
0.988988,0.00044988,null,null,null
-0.0500599,null,0.296245,null,null
-0.0403546,null,null,-0.293809,null
0.00257953,null,null,null,-0.00367608
0.988988,0.00044988,null,null,null
-0.0500599,null,0.296245,null,null
-0.0403546,null,null,-0.293809,null
0.00257953,null,null,null,-0.00367608
0.989076,0.00221041,null,null,null
-0.0658445,null,0.30564,null,null
-0.0494865,null,null,-0.313634,null
0.00234196,null,null,null,-0.00743355
0.989091,0.00626891,null,null,null
-0.030605,null,0.266156,null,null
-0.0464535,null,null,-0.362469,null
-0.00252799,null,null,null,-1.53768e-05
0.988921,0.0120734,null,null,null
-0.0440649,null,0.267076,null,null
-0.0113644,null,null,-0.346602,null
0.000152051,null,null,null,-0.00407632
0.988873,0.00876382,null,null,null
-0.0554043,null,0.262924,null,null
-0.0371262,null,null,-0.381854,null
-0.00396031,null,null,null,-0.00110828
0.988873,0.00876382,null,null,null
-0.0554043,null,0.262924,null,null
-0.0371262,null,null,-0.381854,null
-0.00396031,null,null,null,-0.00110828
0.988769,0.00734671,null,null,null
-0.0825921,null,0.223826,null,null
-0.0233526,null,null,-0.397813,null
-0.00281226,null,null,null,-0.00456784
0.988677,0.00956656,null,null,null
-0.076291,null,0.248765,null,null
0.0014895,null,null,-0.368325,null
-0.0026654,null,null,null,-0.00462903
0.988695,0.00991287,null,null,null
-0.0580732,null,0.287177,null,null
-0.0250858,null,null,-0.356714,null
-0.00317936,null,null,null,-0.00355624
0.988695,0.00991287,null,null,null
-0.0580732,null,0.287177,null,null
-0.0250858,null,null,-0.356714,null
-0.00317936,null,null,null,-0.00355624
0.988875,0.00757359,null,null,null
-0.0706644,null,0.3078,null,null
-0.0255837,null,null,-0.394854,null
0.00063237,null,null,null,0.00119324
0.98885,0.00953696,null,null,null
-0.0551865,null,0.278647,null,null
0.0234532,null,null,-0.437846,null
0.000965108,null,null,null,0.000306419
0.988755,0.00512505,null,null,null
-0.0852785,null,0.290594,null,null
0.053709,null,null,-0.382814,null
0.00251046,null,null,null,-0.000861451
0.988539,0.00951168,null,null,null
-0.0841814,null,0.248474,null,null
0.0111006,null,null,-0.355644,null
0.00342964,null,null,null,-0.00138933
0.988715,0.00910822,null,null,null
-0.102001,null,0.22249,null,null
0.0148643,null,null,-0.334336,null
0.0003997,null,null,null,0.000456599
0.98875,0.00737779,null,null,null
-0.120431,null,0.169462,null,null
-0.045417,null,null,-0.330684,null
0.00272666,null,null,null,0.00158894
0.988677,0.0123062,null,null,null
-0.164371,null,0.180225,null,null
-0.0696135,null,null,-0.281722,null
0.00922266,null,null,null,0.00283624
0.988533,0.0124372,null,null,null
-0.15761,null,0.175809,null,null
-0.0901114,null,null,-0.308021,null
0.000781068,null,null,null,-0.00140951
0.98863,0.008146,null,null,null
-0.134929,null,0.196626,null,null
-0.140569,null,null,-0.308042,null
0.0027521,null,null,null,0.00111292
0.98867,0.0104905,null,null,null
-0.166024,null,0.21136,null,null
-0.135986,null,null,-0.295391,null
0.00324955,null,null,null,-0.00162081
0.9888,0.00958244,null,null,null
-0.168513,null,0.189891,null,null
-0.139997,null,null,-0.3266,null
0.00100101,null,null,null,-0.00230655
0.98885,0.00733702,null,null,null
-0.133616,null,0.160641,null,null
-0.121284,null,null,-0.31459,null
-0.00335435,null,null,null,-0.00640654
