MDTU,min_ave,max_ave
1,-0.254768,0.191605
2,-0.216829,0.216223
3,-0.220953,0.213676
4,-0.217336,0.215714
5,-0.21887,0.214401
6,-0.221484,0.214329
7,-0.222493,0.21356
8,-0.22413,0.213001
9,-0.224769,0.212974
10,-0.22654,0.212868
11,-0.227909,0.212733
12,-0.228555,0.211943
13,-0.229992,0.211405
14,-0.230578,0.210589
15,-0.228187,0.211022
16,-0.228502,0.211948
17,-0.229379,0.211824
18,-0.230729,0.210318
19,-0.232837,0.209836
20,-0.234371,0.208919
21,-0.235267,0.209114
22,-0.238218,0.208072
23,-0.235013,0.209041
24,-0.234872,0.208605
25,-0.234966,0.209753
26,-0.234205,0.209653
27,-0.235492,0.209346
28,-0.235492,0.209346
29,-0.233226,0.210304
30,-0.234629,0.209407
31,-0.234629,0.209407
32,-0.234166,0.20975
33,-0.234166,0.20975
34,-0.235419,0.209594
35,-0.236308,0.209119
36,-0.238585,0.208545
37,-0.241337,0.20701
38,-0.241337,0.20701
39,-0.241681,0.206455
40,-0.241693,0.205464
41,-0.24306,0.206158
42,-0.24306,0.206158
43,-0.242705,0.206809
44,-0.242964,0.206335
45,-0.243656,0.206218
46,-0.244526,0.205879
47,-0.243955,0.206348
48,-0.245264,0.205531
49,-0.24402,0.205801
50,-0.244077,0.206427
51,-0.242235,0.206444
52,-0.241972,0.206612
53,-0.242738,0.206793
54,-0.240851,0.207439
55,-0.241802,0.207275
56,-0.241802,0.207275
57,-0.243291,0.205765
58,-0.243291,0.205765
59,-0.244928,0.205635
60,-0.245447,0.204767
61,-0.244872,0.205132
62,-0.24367,0.205195
63,-0.243597,0.205836
64,-0.245324,0.205561
65,-0.245617,0.205535
66,-0.244843,0.205555
67,-0.246884,0.204352
68,-0.248831,0.203279
69,-0.250506,0.202287
70,-0.252305,0.20185
71,-0.252305,0.20185
72,-0.253851,0.202284
73,-0.251681,0.202578
74,-0.251866,0.202924
75,-0.252902,0.201576
76,-0.252902,0.201576
77,-0.252036,0.202428
78,-0.254462,0.20142
79,-0.254979,0.200833
80,-0.255295,0.201711
81,-0.25576,0.201396
82,-0.256577,0.200618
83,-0.254717,0.201409
84,-0.255267,0.200816
85,-0.255532,0.200032
86,-0.255532,0.200032
87,-0.256119,0.20002
88,-0.255748,0.199665
89,-0.256726,0.199943
90,-0.256726,0.199943
91,-0.256802,0.200361
92,-0.256691,0.200154
93,-0.256691,0.200154
94,-0.257666,0.200001
95,-0.257666,0.200001
96,-0.257465,0.200192
97,-0.257465,0.200192
98,-0.257451,0.199967
99,-0.257451,0.199967
100,-0.254201,0.200445
101,-0.254201,0.200445
102,-0.256244,0.200678
103,-0.254227,0.201376
104,-0.254774,0.201113
105,-0.254826,0.201025
106,-0.255343,0.200802
107,-0.254516,0.201514
108,-0.254021,0.202046
109,-0.254949,0.201887
110,-0.252272,0.202774
111,-0.254324,0.202078
112,-0.255503,0.200977
113,-0.255077,0.201994
114,-0.255077,0.201994
115,-0.25581,0.20171
116,-0.254322,0.201655
117,-0.255618,0.201684
118,-0.255618,0.201684
119,-0.255814,0.201474
120,-0.257005,0.200475
121,-0.257005,0.200475
122,-0.25738,0.200415
123,-0.25738,0.200415
124,-0.256603,0.201853
125,-0.255208,0.202614
126,-0.257386,0.201456
127,-0.256734,0.201498
128,-0.256212,0.201595
129,-0.255228,0.201563
130,-0.254622,0.201499
131,-0.256564,0.200455
132,-0.255566,0.201507
133,-0.256222,0.200991
134,-0.255663,0.201371
135,-0.256553,0.20177
136,-0.256553,0.20177
137,-0.256153,0.201298
138,-0.256153,0.201298
139,-0.254695,0.201511
140,-0.252436,0.201923
141,-0.252436,0.201923
142,-0.253388,0.202684
143,-0.253388,0.202684
144,-0.255354,0.200741
145,-0.255354,0.200741
146,-0.255079,0.201432
147,-0.254896,0.201416
148,-0.254896,0.201416
149,-0.255185,0.20083
150,-0.254776,0.201034
151,-0.253086,0.201783
152,-0.253086,0.201783
153,-0.253086,0.201783
154,-0.253086,0.201783
155,-0.254996,0.201672
156,-0.25299,0.202046
157,-0.253108,0.201496
158,-0.251996,0.202658
159,-0.25061,0.203944
160,-0.25445,0.202238
161,-0.252883,0.203203
162,-0.255058,0.202713
163,-0.256471,0.200476
164,-0.257712,0.200006
165,-0.257712,0.200006
166,-0.257111,0.200248
167,-0.257871,0.199421
168,-0.257959,0.200049
169,-0.257859,0.200373
170,-0.257859,0.200373
171,-0.25702,0.200745
172,-0.258458,0.199982
173,-0.258607,0.20009
174,-0.259545,0.200235
175,-0.259522,0.200405
176,-0.259686,0.19963
177,-0.259686,0.19963
178,-0.259686,0.19963
179,-0.26069,0.199674
180,-0.260155,0.199644
181,-0.260027,0.199031
182,-0.260185,0.199751
183,-0.25843,0.20039
184,-0.257726,0.200276
185,-0.258258,0.201188
186,-0.261143,0.200769
187,-0.258614,0.20084
188,-0.2595,0.20046
189,-0.2595,0.20046
190,-0.26177,0.199292
191,-0.261225,0.198952
192,-0.261851,0.199485
193,-0.260721,0.199982
194,-0.260572,0.199918
195,-0.262925,0.199786
196,-0.26109,0.199532
197,-0.26109,0.199532
198,-0.260936,0.199342
199,-0.260354,0.199956
200,-0.260354,0.199956
201,-0.260354,0.199956
202,-0.260518,0.199463
203,-0.262568,0.199454
204,-0.2635,0.198776
205,-0.2635,0.198776
206,-0.2635,0.198776
207,-0.265688,0.197991
208,-0.265199,0.198013
209,-0.265216,0.198067
210,-0.265216,0.198067
211,-0.264319,0.198649
212,-0.264319,0.198649
213,-0.264319,0.198649
214,-0.261842,0.198209
215,-0.261171,0.198959
216,-0.260985,0.198747
217,-0.259667,0.199186
218,-0.260825,0.19939
219,-0.259203,0.200414
220,-0.25899,0.20052
221,-0.258408,0.20071
222,-0.258849,0.200359
223,-0.261379,0.199833
224,-0.26096,0.199634
225,-0.261044,0.199263
226,-0.259599,0.200552
227,-0.260408,0.199225
228,-0.260408,0.199225
229,-0.260408,0.199225
230,-0.259103,0.199437
231,-0.259302,0.199623
232,-0.260364,0.199689
233,-0.259736,0.199576
234,-0.256897,0.200181
235,-0.258613,0.200553
236,-0.258613,0.200553
237,-0.258194,0.20028
238,-0.260835,0.199603
239,-0.261475,0.199293
240,-0.261475,0.199293
241,-0.2614,0.19889
242,-0.262051,0.198804
243,-0.260991,0.199099
244,-0.260689,0.199229
245,-0.262013,0.199035
246,-0.262013,0.199035
247,-0.262013,0.199035
248,-0.262169,0.198738
249,-0.260152,0.199753
250,-0.260292,0.199516
251,-0.261397,0.198802
252,-0.259776,0.199585
253,-0.260894,0.199199
254,-0.260561,0.199295
255,-0.260846,0.199034
256,-0.260846,0.199034
257,-0.260846,0.199034
258,-0.263258,0.198348
259,-0.264912,0.197147
260,-0.264912,0.197147
261,-0.264873,0.197612
262,-0.262455,0.198336
263,-0.263991,0.197659
264,-0.265957,0.196877
265,-0.265957,0.196877
266,-0.26508,0.196647
267,-0.26508,0.196647
268,-0.265448,0.196496
269,-0.264714,0.197204
270,-0.262057,0.197218
271,-0.262057,0.197218
272,-0.261954,0.198184
273,-0.259812,0.199698
274,-0.262233,0.19918
275,-0.260386,0.199779
276,-0.259247,0.199929
277,-0.259247,0.199929
278,-0.259586,0.20019
279,-0.259586,0.20019
280,-0.256205,0.201127
281,-0.256205,0.201127
282,-0.258976,0.201144
283,-0.259038,0.199987
284,-0.25932,0.200507
285,-0.25932,0.200507
286,-0.25932,0.200507
287,-0.258254,0.199993
288,-0.258254,0.199993
289,-0.258254,0.199993
290,-0.260428,0.199539
291,-0.260491,0.199633
292,-0.259944,0.199508
293,-0.26165,0.198996
294,-0.261637,0.199193
295,-0.262265,0.198775
296,-0.261464,0.199476
297,-0.263473,0.198467
298,-0.263473,0.198467
299,-0.263473,0.198467
300,-0.263485,0.198042
301,-0.263485,0.198042
302,-0.264023,0.198189
303,-0.262907,0.198805
304,-0.265054,0.197271
305,-0.265054,0.197271
306,-0.267741,0.196337
307,-0.266329,0.196881
308,-0.264873,0.197979
309,-0.263052,0.198352
310,-0.263804,0.198361
311,-0.263557,0.199507
312,-0.263557,0.199507
313,-0.264073,0.198522
314,-0.262001,0.199094
315,-0.260167,0.200426
316,-0.261088,0.199495
317,-0.261088,0.199495
318,-0.261114,0.198747
319,-0.261114,0.198747
320,-0.261114,0.198747
321,-0.262597,0.198852
322,-0.263854,0.198669
323,-0.264013,0.198352
324,-0.264802,0.198618
325,-0.264802,0.198618
326,-0.26634,0.197117
