MDTU,plaq,Re(det),Im(det),link
1,0.449003,0.451211,0.141164,0.0478495
2,0.449003,0.451211,0.141164,0.0478495
3,0.740413,2.51767,0.634898,0.0726366
4,0.687282,2.12918,0.552087,0.0682606
5,0.674342,2.2349,0.59075,0.0665574
6,0.654709,2.12169,0.575203,0.0647221
7,0.637567,2.07135,0.571544,0.0630609
8,0.63456,2.00213,0.553199,0.0628593
9,0.63456,2.00213,0.553199,0.0628593
10,0.624985,2.03654,0.567536,0.0619476
11,0.649262,2.04893,0.555552,0.0643525
12,0.632575,1.97786,0.546821,0.06282
13,0.630427,1.97438,0.54554,0.062645
14,0.61145,1.8647,0.523889,0.0608931
15,0.599413,1.79589,0.514813,0.0598843
16,0.599841,1.81942,0.519344,0.0597915
17,0.601842,1.75709,0.499554,0.0601178
18,0.590671,1.72906,0.497003,0.0591194
19,0.586707,1.72949,0.498728,0.0588301
20,0.569159,1.64276,0.482381,0.0571361
21,0.589411,1.64665,0.472821,0.0592589
22,0.606574,1.6748,0.471776,0.0608804
23,0.603247,1.67872,0.476678,0.060563
24,0.606309,1.65327,0.468453,0.0608658
25,0.599438,1.64768,0.47336,0.0601731
26,0.603444,1.63894,0.46591,0.0606273
27,0.621077,1.65114,0.459106,0.0623451
28,0.630973,1.67284,0.462347,0.0633402
29,0.611275,1.60197,0.449612,0.0614759
30,0.606326,1.56743,0.442634,0.0612247
31,0.630672,1.62159,0.444693,0.0636254
32,0.599327,1.51893,0.432293,0.0605239
33,0.567268,1.42694,0.420748,0.0574549
34,0.58659,1.50655,0.430298,0.059364
35,0.562433,1.40921,0.414129,0.0570963
36,0.555238,1.38566,0.411394,0.0563417
37,0.589809,1.43255,0.406755,0.0598995
38,0.539381,1.29226,0.390352,0.0550242
39,0.539381,1.29226,0.390352,0.0550242
40,0.525515,1.24981,0.386137,0.0536371
41,0.533008,1.25972,0.387022,0.0544126
42,0.533937,1.25851,0.384028,0.0544798
43,0.512171,1.182,0.371806,0.0524765
44,0.53934,1.21795,0.366046,0.0552475
45,0.542985,1.21885,0.367679,0.0555966
46,0.53188,1.15889,0.355678,0.0546566
47,0.50038,1.1076,0.354322,0.05135
48,0.50038,1.1076,0.354322,0.05135
49,0.521746,1.14314,0.352915,0.0536634
50,0.539598,1.16355,0.348805,0.0553211
51,0.539598,1.16355,0.348805,0.0553211
52,0.545938,1.13796,0.338311,0.0562599
53,0.525175,1.1028,0.336387,0.0539699
54,0.498427,1.05819,0.335387,0.0513204
55,0.479936,1.0516,0.33947,0.0493006
56,0.474298,0.999274,0.329003,0.0488654
57,0.474298,0.999274,0.329003,0.0488654
58,0.462566,0.972575,0.324023,0.0476685
59,0.446787,0.93529,0.322032,0.0461344
60,0.452568,0.937773,0.31868,0.0466966
61,0.468062,0.939458,0.308085,0.0484051
62,0.448521,0.9054,0.307675,0.0463705
63,0.448521,0.9054,0.307675,0.0463705
64,0.466296,0.944613,0.313427,0.0481361
65,0.46477,0.92339,0.307114,0.048076
66,0.460806,0.93412,0.3104,0.0476006
67,0.478696,0.967356,0.312961,0.0493806
68,0.474189,0.963625,0.314047,0.0487912
69,0.467586,0.947826,0.313814,0.0480483
70,0.483115,0.973499,0.312349,0.0499274
71,0.483115,0.973499,0.312349,0.0499274
72,0.483115,0.973499,0.312349,0.0499274
73,0.483215,0.965539,0.307806,0.0499602
74,0.468396,0.921229,0.301991,0.0485747
75,0.466476,0.899128,0.293984,0.048358
76,0.466476,0.899128,0.293984,0.048358
77,0.4464,0.847298,0.287814,0.046425
78,0.446225,0.843159,0.287983,0.0463057
79,0.453714,0.846324,0.283519,0.0471904
80,0.453714,0.846324,0.283519,0.0471904
81,0.453714,0.846324,0.283519,0.0471904
82,0.454375,0.841129,0.282349,0.0472176
83,0.449125,0.817657,0.278187,0.0467386
84,0.462713,0.832728,0.275688,0.0482323
85,0.45004,0.803285,0.271147,0.0469236
86,0.489168,0.872777,0.276649,0.0509915
87,0.489168,0.872777,0.276649,0.0509915
88,0.469631,0.822105,0.269573,0.0490214
89,0.43571,0.776365,0.269028,0.0453948
90,0.420523,0.759374,0.270902,0.0437214
91,0.455654,0.817276,0.273951,0.0473855
92,0.454286,0.788847,0.264554,0.047293
93,0.454286,0.788847,0.264554,0.047293
94,0.474582,0.826107,0.267388,0.0493314
95,0.479555,0.831533,0.266815,0.0499674
96,0.508497,0.861517,0.265146,0.0530483
97,0.489498,0.832908,0.262667,0.0512262
98,0.476379,0.807439,0.260784,0.0497822
99,0.476379,0.807439,0.260784,0.0497822
100,0.45514,0.78357,0.261718,0.0473519
101,0.456573,0.785412,0.260752,0.0474872
102,0.471359,0.807271,0.261192,0.0492103
103,0.479057,0.840985,0.267593,0.049709
104,0.476599,0.834697,0.266274,0.049372
105,0.487455,0.868293,0.273032,0.0502087
106,0.487455,0.868293,0.273032,0.0502087
107,0.496676,0.873868,0.269806,0.0511084
108,0.483956,0.832609,0.261679,0.0500391
109,0.483195,0.827248,0.262114,0.0501906
110,0.492236,0.835806,0.260671,0.0513361
111,0.473049,0.782901,0.254061,0.0495391
112,0.473049,0.782901,0.254061,0.0495391
113,0.473049,0.782901,0.254061,0.0495391
114,0.473049,0.782901,0.254061,0.0495391
115,0.476474,0.789711,0.253468,0.0497552
116,0.474048,0.787058,0.252053,0.0495915
