t,e^(-dS)
1,2.64455
2,0.969543
3,1.06632
4,0.964322
5,0.998285
6,0.887808
7,0.850016
8,1.00067
9,0.942424
10,0.979288
11,1.09164
12,0.982859
13,0.839541
14,0.670722
15,1.02297
16,1.04828
17,1.0422
18,0.757827
19,1.32419
20,0.737492
21,0.535101
22,0.724698
23,0.835103
24,0.597082
25,0.561693
26,0.41891
27,0.779892
28,1.01498
29,0.496734
30,0.732934
31,0.332871
32,0.917961
33,0.554438
34,0.201091
35,0.310988
36,0.637501
37,0.897807
38,0.531581
39,0.249325
40,0.53478
41,0.850441
42,0.367512
43,1.76986
44,0.349239
45,0.322066
46,0.781922
47,0.493417
48,1.32353
49,0.372172
50,0.32923
51,1.6333
52,0.264742
53,0.717129
54,0.809936
55,0.286505
56,1.54759
57,0.213312
58,0.989783
59,0.362765
60,0.0596656
61,0.367879
62,0.812776
63,0.757751
64,0.567395
65,0.629896
66,0.684067
67,0.198692
68,0.88285
69,1.5874
70,0.168807
71,0.376778
72,0.391645
73,0.950212
74,0.429643
75,0.568019
76,1.28146
77,0.229008
78,1.18649
79,1.08046
80,0.566204
81,1.60159
82,0.592562
83,0.5152
84,0.496685
85,1.316
86,0.791124
87,0.243169
88,1.36479
89,0.547387
90,1.40692
91,0.662523
92,0.521159
93,0.827373
94,0.454708
95,0.498277
96,0.954135
97,0.432359
98,0.618289
99,1.69401
100,0.33588
101,0.312547
102,1.23714
103,0.7073
104,1.14442
105,0.877042
106,0.377268
107,1.04973
108,0.548537
109,0.699283
110,0.516696
111,0.624565
112,0.258464
113,0.332538
114,0.605137
115,1.05731
116,2.50603
117,0.101064
118,0.283371
119,1.0493
120,0.266069
121,0.803241
122,1.94624
123,2.63083
124,1.95521
125,0.343695
126,0.73543
127,0.734695
128,3.44182
129,0.974852
130,0.310367
131,0.51038
132,1.27583
133,0.306052
134,0.428356
135,1.91497
136,0.352044
137,0.31286
138,0.34611
139,0.809693
140,0.917548
141,0.409835
142,0.377192
143,0.553109
144,0.854533
145,0.369206
146,0.848148
147,0.798756
148,0.362402
149,1.06446
150,2.83772
151,1.16672
152,0.594283
153,0.25183
154,0.150168
155,0.646488
156,1.73464
157,0.815462
158,0.22605
159,1.83804
160,0.666443
161,0.610975
162,0.288517
163,0.229925
164,1.14855
165,3.37367
166,0.23551
167,0.23504
168,0.476589
169,0.572868
170,0.815625
171,0.492087
172,0.832352
173,0.671125
174,0.890297
175,0.601938
176,1.01343
177,0.775692
178,0.360956
179,0.438717
180,0.280551
181,0.105294
182,0.358438
183,0.464962
184,0.877042
185,1.16439
186,0.842316
187,0.847131
188,0.191475
189,0.321101
190,0.546894
191,0.198295
192,0.774297
193,0.162513
194,1.27469
195,1.02237
196,0.39055
197,0.243169
198,0.39412
199,1.45995
200,0.43003
201,0.98909
202,1.60721
203,0.566941
204,3.04348
205,1.97664
206,2.95944
207,0.765214
208,0.445526
209,0.133855
210,1.01752
211,0.39832
212,1.04567
213,1.19423
214,1.1165
215,0.758813
216,0.289964
217,1.26087
218,1.07026
219,1.00302
220,0.432705
221,1.3918
222,0.309747
223,1.49347
224,0.39349
225,0.783644
226,0.526607
227,2.12591
228,0.340616
229,1.76121
230,2.50904
231,0.593392
232,1.60143
233,0.410204
234,0.160093
235,0.461211
236,0.768281
237,0.89682
238,1.04673
239,1.12367
240,0.549196
241,0.204743
242,1.6143
243,0.765367
244,0.878886
245,1.57775
246,0.300893
247,1.38348
248,0.652333
249,1.56049
250,1.08784
251,1.12064
252,1.25182
253,1.22165
254,2.11637
255,0.159773
256,0.213525
257,0.766746
258,0.465241
259,1.14683
260,0.550901
261,0.165134
262,2.06349
263,0.411848
264,0.251327
265,1.05723
266,0.856073
267,0.473454
268,0.701594
269,0.446462
270,0.984245
271,1.01395
272,0.777633
273,0.887985
274,0.402605
275,0.548647
276,0.922452
277,1.35094
278,0.200689
279,2.00712
280,1.57933
281,0.417571
282,0.491005
283,3.36693
284,0.947953
285,0.342666
286,1.07742
287,0.158817
288,0.32923
289,0.538698
290,0.432402
291,0.565978
292,0.775925
293,0.51484
294,0.368358
295,0.334874
296,0.921733
297,1.32803
298,0.655734
299,0.982593
300,0.449284
301,0.367512
302,0.250074
303,0.46098
304,1.2322
305,1.90161
306,1.16742
307,0.676921
308,0.314743
309,1.36738
310,0.753595
311,0.193786
312,0.952286
313,0.548482
314,0.730081
315,0.811558
316,0.266602
317,1.72858
318,0.202503
319,0.315058
320,1.68978
321,0.908909
322,0.128349
323,1.41241
324,0.76759
325,0.817177
326,0.108718
327,0.447222
328,1.01374
329,0.498027
330,0.813589
331,0.929368
332,5.88261
333,1.09243
334,1.21689
335,2.36411
336,0.3929
337,0.970475
338,0.826133
339,2.40392
340,2.95353
341,1.62418
342,0.973644
343,0.839541
344,0.456667
345,1.51862
346,1.30109
347,0.676042
348,4.3189
349,0.507124
350,0.800275
351,0.422824
352,0.267403
353,0.35665
354,0.180144
355,1.45601
356,1.00517
357,0.627821
358,0.291709
359,0.516696
360,1.12075
361,3.70617
362,0.477926
363,1.4789
364,0.66878
365,2.10539
366,0.749462
367,0.797479
368,0.534513
369,1.53972
370,0.425156
371,0.265803
372,1.10561
373,0.276374
374,0.623504
375,0.653116
376,1.51089
377,0.508953
378,1.79912
379,1.13963
380,0.862259
381,0.916622
382,2.06267
383,0.188247
384,0.642685
385,0.81424
386,0.837361
387,0.654751
388,2.12081
389,1.18732
390,0.771206
391,0.871883
392,0.258205
393,0.757145
394,1.30957
395,0.265007
396,1.23738
397,0.608171
398,0.937958
399,1.05912
400,0.657967
401,0.527556
402,0.491595
403,1.12885
404,0.580596
405,1.5244
406,0.75813
407,0.474734
408,0.706523
409,0.538106
410,0.584674
411,0.268743
412,0.68901
413,1.80038
414,1.19459
415,0.849761
416,0.790018
417,0.151981
418,0.545747
419,2.21511
420,0.660538
421,0.795329
422,0.897358
423,0.341981
424,3.05262
425,0.801717
426,1.30304
427,0.934195
428,2.1533
429,0.364219
430,1.7362
431,0.962107
432,0.290254
433,1.66612
434,1.30761
435,0.74647
436,1.23232
437,0.411972
438,0.520066
439,1.31838
440,1.44123
441,1.42376
442,1.40551
443,1.28672
444,0.544711
445,0.276098
446,0.893061
447,0.780282
448,1.04845
449,2.27186
450,0.461949
451,0.298496
452,0.1585
453,0.79724
454,0.670655
455,1.35419
456,1.87386
457,0.5152
458,1.32088
459,3.16135
460,0.479314
461,0.482488
462,0.759192
463,3.11117
464,4.70676
465,0.633877
466,2.02385
467,0.668112
468,0.235982
469,0.658296
470,0.613055
471,0.277759
472,0.409876
473,0.64275
474,0.419958
475,0.561412
476,2.77597
477,0.766362
478,0.683656
479,0.937827
480,0.419455
481,1.51286
482,3.01922
483,0.423247
484,0.340957
485,2.13272
486,1.48884
487,0.704759
488,0.392704
489,0.337564
490,0.971523
491,3.81523
492,0.639032
493,0.9603
494,1.97171
495,1.29927
496,0.379045
497,1.62109
498,0.935354
499,2.17995
500,1.94819
501,1.14993
502,0.477162
503,0.399756
504,1.71309
505,0.57241
506,0.299392
507,0.816523
508,0.580886
509,0.290544
510,0.667577
511,1.46638
512,1.25358
513,0.698933
514,1.52501
515,0.221131
516,0.622134
517,0.3138
518,1.66147
519,0.91226
520,0.854021
521,0.321101
522,0.601277
523,0.725061
524,1.23738
525,0.513092
526,1.03753
527,0.799955
528,1.58709
529,1.63886
530,1.65616
531,0.47336
532,0.996508
533,0.482246
534,0.395344
535,0.94382
536,1.51346
537,0.504292
538,0.448476
539,0.926696
540,0.974208
541,1.15824
542,0.354162
543,0.51587
544,1.20358
545,1.473
546,0.31918
547,1.14625
548,0.560683
549,0.282804
550,0.326933
551,1.75313
552,0.593748
553,6.0557
554,0.421852
555,1.4887
556,0.878359
557,4.97786
558,2.24252
559,0.353101
560,0.35134
561,0.190329
562,0.363855
563,0.30483
564,0.715982
565,0.877393
566,2.20737
567,4.13712
568,0.191092
569,0.623504
570,1.60769
571,3.56798
572,0.780126
573,0.933523
574,0.52043
575,1.12019
576,1.35893
577,0.942669
578,0.76056
579,1.1616
580,0.487629
581,0.489192
582,1.67481
583,0.609388
584,0.526028
585,0.425411
586,1.35921
587,0.707017
588,2.62216
589,1.91669
590,0.423501
591,0.266069
592,0.765214
593,0.983085
594,0.535797
595,0.418031
596,2.2585
597,0.219369
598,0.773832
599,0.884087
600,1.13655
601,0.466312
